age,height,hhincome,female
85,1.7018,16.26,0
84,1.6256,16.26,1
65,1.778,46.024,0
88,1.5494,11.52,1
86,1.6002,18.852,1
85,1.524,9.72,1
85,1.524,8.616,1
85,1.5748,9.6,1
88,1.651,25.81,1
87,1.7018,32.968,0
83,1.7018,110.892,1
85,1.6256,35.16,1
87,1.778,35.16,0
87,1.6002,129.9082992,1
89,1.651,16.49101116,1
84,1.651,19.26,1
90,1.6764,70.66660261,1
84,1.6002,17.954,1
83,1.6637,28.8,1
87,1.6002,10.044,1
89,1.6637,52.364,1
88,1.8288,52.364,0
85,1.6002,57.644,1
83,1.7526,57.644,0
86,1.7399,127.4950676,0
64,1.6002,127.4950676,1
86,1.524,40.05616407,1
85,1.6002,28.344,1
86,1.6256,47.276,0
87,1.6002,14.87383527,1
88,1.651,34.8312135,1
89,1.524,46.512,1
88,1.7399,39.57184762,0
88,1.8034,26.4,0
88,1.5748,10.02,1
86,1.7018,14.04057722,1
96,1.7018,8.4,0
84,1.6764,38.4,1
87,1.524,30.04480752,1
87,1.7018,30.04480752,0
85,1.6637,21.476,1
88,1.524,24.226,1
89,1.651,24.226,0
86,1.778,41.52267037,0
80,1.5748,41.52267037,1
64,1.5748,13.779,1
63,1.7272,19.2,0
85,1.6256,226.5791144,1
88,1.778,226.5791144,0
86,1.8034,22.60944,0
87,1.651,22.60944,1
87,1.5494,38.40228,1
88,1.8034,38.40228,0
86,1.8034,25.06778066,0
85,1.5748,24.036,1
90,1.6256,32.89986834,1
90,1.5494,10.812,1
85,1.5748,8.4,1
102,1.6256,26.5,0
73,1.6764,17.256,1
83,1.524,17.892,1
88,1.7653,17.892,0
87,1.6256,339.5184985,0
83,1.6764,339.5184985,1
83,1.5494,41.782,1
86,1.524,15.204,1
88,1.7272,13.596,0
89,1.7272,61.6,0
87,1.5748,54.244,1
84,1.5494,7.8,1
86,1.524,12.36,1
86,1.651,14.604,1
89,1.651,14.604,0
86,1.524,36.0,1
83,1.8288,145.7609464,0
82,1.6764,145.7609464,1
85,1.5494,71.53995633,1
85,1.6002,17.5,1
89,1.7272,17.5,0
87,1.5748,6.0,1
85,1.8288,6.0,0
80,1.5494,9.6,1
85,1.6002,13.416,1
87,1.651,3.068,1
81,1.6002,20.114,1
87,1.8034,79.392,0
88,1.6002,79.392,1
90,1.6256,36.29641621,1
83,1.67005,15.71094393,1
90,1.4732,47.8,1
86,1.524,15.0,1
84,1.7272,38.24,0
84,1.5748,38.24,1
85,1.524,6.84,1
86,1.5494,18.96144,1
87,1.6764,23.796,0
89,1.5748,23.796,1
86,1.5494,13.332,1
83,1.6002,20.3,1
88,1.6764,21.6,0
87,1.6002,13.156,1
86,1.6637,12.88,1
88,1.651,36.87735806,1
85,1.524,8.136,1
83,1.5748,17.39028,1
84,1.7272,7.344,0
59,1.5748,7.344,1
85,1.6002,12.708,1
84,1.6002,17.82782666,1
86,1.5748,19.056,1
87,1.7526,19.056,0
88,1.5748,18.604,1
85,1.6002,12.042,1
83,1.6002,16.968,1
88,1.5748,34.26585422,1
89,1.7526,34.26585422,0
90,1.7272,26.88,0
88,1.5494,26.88,1
88,1.651,10.92,1
89,1.5748,27.036,1
89,1.6256,21.444,1
86,1.7526,46.5,0
84,1.651,9.6,1
85,1.8034,21.168,0
84,1.6002,21.168,1
86,1.6256,31.746,1
89,1.6256,31.746,0
85,1.4986,6.396,1
84,1.651,7.044,1
85,1.524,29.09724,1
85,1.7272,21.36,0
86,1.6129,66.81749437,1
84,1.7272,57.264,1
86,1.8161,57.264,0
84,1.7526,48.108,1
86,1.7526,48.108,0
84,1.7526,49.308,0
87,1.6637,49.308,1
88,1.8161,21.2,0
90,1.6764,8.52,1
88,1.7272,36.01660285,1
88,1.8796,36.01660285,0
88,1.7018,87.86,0
85,1.651,24.0,1
90,1.4986,23.388,1
84,1.5748,50.52,0
59,1.651,50.52,1
87,1.6764,60.696,1
84,1.7526,70.08828,0
85,1.6256,70.08828,1
86,1.5748,61.842,1
85,1.6002,25.21,1
86,1.7526,25.21,0
89,1.6256,13.38,1
88,1.651,16.992,0
88,1.4732,16.992,1
87,1.6002,70.54,1
87,1.778,70.54,0
87,1.6002,67.692,1
84,1.651,128.72,1
84,1.778,47.204,0
84,1.5748,47.204,1
85,1.6637,33.63175579,1
85,1.6764,32.49,0
84,1.7018,32.49,1
84,1.5621,7.86,1
85,1.7272,7.86,0
85,1.5494,72.008,1
84,1.4224,60.9568667,1
83,1.5748,58.34013216,1
84,1.6256,55.31587522,1
88,1.7526,55.31587522,0
89,1.7018,12.1,0
90,1.524,22.82,1
84,1.6764,7.2,0
87,1.7018,18.312,0
83,1.5494,18.312,1
85,1.6256,138.5287405,1
88,1.8796,138.5287405,0
87,1.6256,19.2,1
87,1.6002,38.2436,1
84,1.5748,22.8,0
83,1.5494,22.8,1
83,1.524,43.976,1
86,1.6002,43.976,0
87,1.4732,16.16,1
87,1.778,57.67877426,0
87,1.6256,57.67877426,1
84,1.6002,98.163,1
88,1.7018,98.163,0
89,1.524,12.42,1
86,1.5748,33.068,1
83,1.4986,34.992,1
83,1.778,12.648,0
84,1.6002,30.312,0
89,1.5748,8.58,1
88,1.6002,14.272,1
89,1.5494,11.148,1
87,1.5748,9.132,1
89,1.6764,51.62,0
87,1.8796,51.412,0
87,1.524,51.412,1
87,1.5494,9.0,1
84,1.6256,16.8,1
84,1.7272,18.12,1
85,1.5748,130.464,1
89,1.778,130.464,0
86,1.5494,10.32,1
86,1.5748,34.17,1
86,1.4986,21.52204,1
86,1.651,39.6,1
88,1.7399,40.3,1
86,1.4732,61.34,1
87,1.524,18.552,1
84,1.6002,26.376,1
86,1.5748,29.052,1
86,1.6256,25.74,1
84,1.7399,16.2,0
83,1.6256,28.57996396,1
84,1.7526,28.57996396,0
88,1.6764,40.356,1
89,1.7272,40.356,0
89,1.778,50.4,0
88,1.5748,50.4,1
87,1.651,41.87630772,1
87,1.8034,41.87630772,0
84,1.5748,77.79089864,1
84,1.8288,77.79089864,0
87,1.7272,51.956,0
86,1.7526,36.01048,0
90,1.8034,42.27,0
87,1.8288,18.06,0
84,1.8034,35.75341347,0
85,1.8288,100.065,0
83,1.6256,17.54,1
89,1.651,52.84,1
92,1.6256,18.696,1
87,1.651,47.136,1
86,1.6256,114.6157903,1
84,1.6002,15.492,1
83,1.6764,23.4,1
86,1.6002,31.701,1
87,1.4732,30.06,1
86,1.7272,42.914,0
84,1.6764,42.914,1
84,1.651,12.84,1
84,1.5748,62.02582161,1
85,1.7526,8.4,0
81,1.5494,11.76,1
88,1.524,16.812,1
86,1.651,16.36368,1
83,1.8542,50.388,0
86,1.524,50.388,1
85,1.6764,35.4528,1
90,1.7526,6.0,0
86,1.5748,21.552,1
84,1.524,53.11148,1
86,1.5748,7.2,1
89,1.7272,14.4,0
85,1.5875,11.76,1
83,1.651,11.844,1
75,1.6764,82.452,1
87,1.524,32.04,1
86,1.7272,16.51825234,0
84,1.524,17.43044012,1
86,1.7272,17.43044012,0
83,1.524,24.2316,1
85,1.6764,24.2316,0
86,1.5748,30.885,1
85,1.7272,34.59057499,0
85,1.6002,34.59057499,1
84,1.5748,6.5,1
84,1.5748,21.841,0
84,1.6256,35.366,1
89,1.6764,35.366,0
84,1.8034,21.868,0
85,1.4986,21.868,1
89,1.5748,39.4723098,0
85,1.524,39.4723098,1
86,1.7272,374.6753891,0
86,1.524,374.6753891,1
85,1.8288,15.012,0
84,1.5494,15.012,1
87,1.6764,24.8,1
90,1.8034,24.8,0
84,1.6002,10.62,1
88,1.524,22.85,1
84,1.6637,21.24424,1
84,1.6637,22.802,1
86,1.5875,44.56,1
86,1.7018,14.592,1
86,1.8034,44.76,0
84,1.524,44.76,1
85,1.7145,17.676,1
85,1.8034,16.6584,1
84,1.5748,33.6,1
86,1.5748,40.86,1
88,1.7399,40.86,0
89,1.7526,38.06,0
89,1.4986,38.06,1
84,1.524,15.75,1
86,1.5494,38.0286,1
87,1.8288,38.0286,0
89,1.7272,124.138,0
83,1.6256,124.138,1
88,1.8034,20.64,0
83,1.6764,146.0312338,1
85,1.7526,53.008,0
86,1.651,53.008,1
89,1.7018,17.4,0
87,1.651,23.28,0
87,1.5494,23.28,1
85,1.651,95.428,0
89,1.5748,20.396,1
87,1.8796,51.372,0
84,1.5748,50.448,1
89,1.7526,41.548,0
90,1.4478,29.912,1
87,1.524,22.02888453,1
88,1.778,22.02888453,0
85,1.6256,50.128,1
86,1.8669,50.128,0
85,1.651,12.156,1
87,1.5748,12.24,1
86,1.651,23.38,1
86,1.8034,23.38,0
85,1.5748,74.9691534,1
86,1.6002,19.23252426,1
90,1.7526,25.061,0
88,1.524,20.528,1
87,1.5494,36.092,1
86,1.8034,123.5395258,0
84,1.6002,33.684,1
87,1.778,33.684,0
87,1.7018,40.34891068,1
89,1.6002,76.212,1
87,1.524,17.188,1
86,1.7272,18.0,1
86,1.7272,24.8,0
89,1.8288,9.6036,0
84,1.6002,38.292,1
86,1.5748,14.496,1
86,1.8034,14.496,0
84,1.524,29.2,1
86,1.524,13.2,1
85,1.6002,46.374,1
86,1.7018,43.04566384,0
84,1.524,43.04566384,1
85,1.6764,12.0,1
83,1.524,179.8232099,1
85,1.778,179.8232099,0
86,1.6764,20.4,0
86,1.6764,20.4,1
86,1.5748,40.80529629,1
86,1.651,12.552,1
86,1.6002,12.936,1
85,1.4732,122.752,1
86,1.6256,17.38735173,1
83,1.5748,83.248,1
85,1.6256,25.668,1
88,1.6764,208.5812441,1
88,1.6256,10.56,1
88,1.6764,8.4,0
88,1.7526,0.0,1
86,1.7272,28.072,0
84,1.778,123.224,0
58,1.6764,123.224,1
85,1.7272,0.456,1
86,1.5748,12.96,1
87,1.6383,10.8,1
86,1.6256,14.808,1
87,1.524,8.808,1
86,1.651,21.42608302,1
84,1.6002,31.23672,1
85,1.7653,14.11538138,1
88,1.6383,0.864,1
64,1.5748,8.016,1
85,1.524,9.6,1
89,1.651,12.16,1
85,1.5494,34.76,1
90,1.778,14.4,0
85,1.651,24.5405966,1
87,1.6764,13.204,1
85,1.651,29.47348826,1
85,1.6002,29.47348826,0
87,1.651,8.208,1
88,1.7018,28.3,0
87,1.7018,28.3,1
85,1.7018,13.308,1
83,1.778,55.236,1
85,1.651,55.236,0
86,1.4986,20.52,1
86,1.524,26.478,1
84,1.5748,9.156,1
83,1.5494,9.36,1
86,1.524,99.208,1
85,1.7526,99.208,0
99,1.7907,22.8,0
86,1.7526,9.912,0
85,1.524,7.2,1
84,1.7272,22.921,1
83,1.5748,27.972,1
87,1.6129,45.19671909,1
88,1.778,61.67054644,0
85,1.778,13.92,0
87,1.7272,27.652,1
88,1.651,7.836,1
83,1.6764,12.9,1
87,1.7018,9.876,1
84,1.6002,22.56557627,1
84,1.4986,9.238,1
86,1.6256,9.975,1
84,1.8034,15.866,0
89,1.7018,43.47620096,0
84,1.6256,9.6,1
83,1.7018,65.9,1
84,1.8288,65.9,0
90,1.8034,70.602,0
89,1.8288,18.97276321,0
53,1.524,18.97276321,1
84,1.6002,11.88,1
84,1.397,10.02,1
90,1.524,13.848,1
88,1.6002,13.584,1
87,1.524,18.252,1
87,1.778,32.616,0
83,1.6764,32.616,1
83,1.7272,10.577,0
87,1.7399,39.384,0
86,1.4732,15.876,1
87,1.524,56.4,1
85,1.6764,10.552,1
88,1.6002,30.316,1
85,1.6002,109.5256259,1
88,1.7272,109.5256259,0
89,1.778,15.612,0
87,1.6764,15.612,1
87,1.5494,16.404,1
87,1.651,13.47661116,1
88,1.8288,35.0284,0
85,1.6002,35.0284,1
90,1.778,19.08,0
83,1.7018,18.41015851,1
89,1.8288,17.2,0
85,1.5748,17.2,1
85,1.8288,60.63,0
83,1.6764,60.63,1
90,1.778,55.48036,0
87,1.6256,65.316,1
89,1.5494,110.4,1
89,1.7018,110.4,0
83,1.6002,7.2,1
88,1.6256,12.0,0
89,1.7526,8.76,1
89,1.7272,7.8,1
87,1.7272,12.0,1
86,1.6256,13.82279212,1
88,1.5748,16.68,1
90,1.5748,5.568,1
85,1.6002,11.832,1
89,1.6764,42.828,0
85,1.6002,9.332,1
84,1.6002,31.7290553,1
84,1.7526,31.7290553,0
84,1.8288,38.4,0
88,1.6002,10.56,1
83,1.524,28.884,1
89,1.778,28.884,0
86,1.5748,46.212,1
88,1.8161,46.212,0
89,1.5748,13.692,1
89,1.6002,17.088,1
83,1.7018,11.604,0
83,1.6764,11.604,1
85,1.5748,75.95268805,1
83,1.7018,42.0,0
84,1.6002,29.4,1
83,1.5748,92.986,1
85,1.8034,92.986,0
85,1.8796,37.52,0
83,1.6764,37.52,1
84,1.7526,37.672,0
69,1.5748,37.672,1
88,1.5748,22.8,1
85,1.8034,12.57725785,0
59,1.6256,10.004,1
61,1.6764,11.72,1
57,1.7018,11.72,0
57,1.6002,15.4,1
85,1.6256,33.397,1
84,1.5748,7.68,1
88,1.6256,44.952,1
89,1.5748,44.952,0
88,1.8034,161.6,0
84,1.8034,37.368,0
90,1.6256,28.812,1
64,1.651,55.988,1
70,1.7272,55.988,0
86,2.032,24.48,0
84,1.5494,24.48,1
83,1.7526,63.43964929,1
87,1.524,14.156,1
83,1.5875,10.16,1
87,1.7907,20.804,0
87,1.6002,11.07008476,1
84,1.6129,19.2,1
85,1.4732,37.354,1
86,1.4478,28.4,1
85,1.5494,13.208,1
84,1.6256,12.564,1
77,1.778,29.896,0
85,1.6891,33.236,1
85,1.8288,33.236,0
89,1.6764,16.08,1
87,1.6256,20.412,1
63,1.8288,91.0,0
60,1.7018,81.0,1
60,1.7272,81.0,0
63,1.651,17.052,1
66,1.905,43.23,0
63,1.7526,7.692,1
63,1.6256,242.5,1
62,1.7272,242.5,0
63,1.7526,42.012,0
63,1.7018,56.3,0
64,1.6256,56.3,1
57,1.6637,43.9,1
61,1.7526,43.9,0
60,1.51765,31.936,1
65,1.6764,12.304,1
65,1.7526,66.743,0
60,1.6002,66.743,1
61,1.524,176.7806258,1
63,1.8034,176.7806258,0
65,1.6129,119.1,1
62,1.778,41.764,0
60,1.5494,41.764,1
63,1.651,160.26,1
55,1.7526,160.26,0
62,1.7907,304.909,0
41,1.7526,304.909,0
61,1.5494,9.792,1
61,1.651,25.014,1
60,1.8034,13.23,1
63,1.524,15.6,1
63,1.6764,115.4321061,1
59,1.8542,115.4321061,0
63,1.6383,201.816,1
63,1.778,201.816,0
61,1.5748,22.836,1
59,1.8034,116.12,0
61,1.6002,116.12,1
64,1.8034,149.00036,0
61,1.524,149.00036,1
65,1.6256,64.824,1
65,1.8034,64.824,0
66,1.651,37.0,1
74,1.8796,37.0,0
61,1.8288,61.6,0
49,1.6002,61.6,1
62,1.6764,37.2,0
59,1.5748,37.2,1
62,1.6002,39.0,1
62,1.7018,20.088,0
60,1.5494,20.088,1
60,1.7399,18.0,0
63,1.905,4514.0,0
48,1.7526,4514.0,1
63,1.6256,0.0,1
64,1.7018,47.324,0
62,1.8288,87.22,0
59,1.7272,87.22,1
60,1.778,67.5,0
59,1.6764,67.5,1
61,1.8288,109.0,0
57,1.651,109.0,1
65,1.7145,114.10012,1
64,1.5748,10.632,1
62,1.5621,22.0,1
61,1.8796,53.0,0
64,1.9558,125.6,0
57,1.7526,125.6,1
60,1.6002,90.036,1
61,1.5748,0.0,0
57,1.5748,0.0,1
63,1.7272,25.3,0
63,1.5494,6.38,1
60,1.7018,27.98,1
61,1.8542,27.98,0
63,1.6891,55.03,1
57,1.6002,332.32,1
61,1.8288,332.32,0
57,1.651,20.5,1
63,1.6764,37.648,0
65,1.6764,14.92,1
62,1.7272,27.91741333,0
65,1.7272,45.434,0
63,1.6383,236.106,1
60,1.778,236.106,0
57,1.6764,55.0,1
63,1.6764,8.652,0
63,1.8034,274.6,0
63,2.0066,6.974,0
63,1.7018,80.816,1
64,1.7018,80.816,0
64,1.7272,316.2524411,0
61,1.6256,316.2524411,1
63,1.5875,107.0044525,1
63,1.8034,35.8,0
66,1.8288,102.6,0
65,1.651,102.6,1
64,1.778,227.204,0
56,1.6256,227.204,1
59,1.651,7.68,1
63,1.5494,49.006,1
62,1.6256,140.0,1
63,1.8288,140.0,0
64,1.6383,55.92,1
66,1.6256,126.5772215,1
56,1.651,425.06,1
64,1.7272,425.06,0
65,1.7526,27.01232,0
61,1.651,24.024,1
61,1.7145,16.0484,1
56,1.651,20.16,1
66,1.7526,20.16,0
57,1.6764,48.0,1
62,1.8288,48.0,0
58,1.778,79.8,0
61,1.778,79.8,1
59,1.651,37.72,1
63,1.651,37.72,0
66,1.778,42.78,0
66,1.6256,42.78,1
64,1.6637,80.681,1
63,1.778,80.681,0
63,1.6002,24.972,1
63,1.6764,23.0,0
61,1.6002,186.885,1
57,1.7526,186.885,0
60,1.53035,162.9,1
65,1.778,162.9,0
63,1.7272,133.0622168,0
63,1.7272,133.0622168,1
59,1.8796,108.9821734,0
60,1.6256,108.9821734,1
61,1.905,17.0,0
61,1.5748,95.024,1
64,1.8034,95.024,0
62,1.7272,199.638911,1
68,1.7907,199.638911,0
61,1.8542,25.704,0
60,1.5748,105.0,1
61,1.524,94.88,1
61,1.5748,35.0,1
62,1.7272,35.0,0
49,1.8796,135.0,0
62,1.524,135.0,1
60,1.7018,37.82,1
61,1.9304,37.82,0
64,1.6256,140.432,1
66,1.778,140.432,0
64,1.5748,147.012,1
66,1.7526,147.012,0
65,1.651,31.20012,1
66,1.6764,31.28,0
58,1.6002,31.28,1
65,1.7272,58.0,0
60,1.6129,144.7312315,1
62,1.9304,144.7312315,0
64,1.651,11.028,1
63,1.7526,45.416,0
52,1.651,45.416,1
66,1.778,20.62,0
46,1.524,20.62,1
62,1.524,9.654,1
60,1.5494,71.98,1
66,1.5748,75.632,1
54,1.6764,100.024,1
60,1.7526,100.024,0
65,1.8034,73.276,0
64,1.6256,37.672,1
62,1.7272,56.3,1
56,1.8034,56.3,0
63,1.651,36.9,1
64,1.524,119.8034144,1
66,1.9304,119.8034144,0
62,1.7018,104.1,0
60,1.6256,104.1,1
62,1.7018,286.4,0
59,1.6764,286.4,1
62,1.651,50.004,1
62,1.8288,253.2105719,0
60,1.651,253.2105719,1
64,1.7018,53.844,0
57,1.524,53.844,1
62,1.6764,79.12,0
58,1.6764,79.12,1
60,1.6002,11.0,1
65,1.524,0.55,1
66,1.6764,19.1934017,1
65,1.7018,15.6,0
54,1.7272,15.6,1
62,1.6637,30.99,1
51,1.7018,30.99,0
60,1.905,159.7739972,0
63,1.8034,8.4,0
64,1.6002,38.563,1
61,1.524,11.412,1
64,1.5748,80.576,1
65,1.7272,80.576,0
58,1.651,14.4,1
59,1.7907,35.0,0
60,1.6002,35.0,1
61,1.6764,23.662,1
65,1.7526,35.968,0
53,1.651,35.968,1
64,1.8542,79.05224,0
63,1.4986,32.77,1
60,1.7018,129.012,1
64,1.7272,28.65,0
60,1.524,23.0,1
65,1.651,42.024,1
65,1.6256,35.0,0
64,1.8034,120.0,0
63,1.8542,15.738,0
61,1.7145,170.729,1
60,1.905,170.729,0
64,1.651,30.78,1
66,1.7272,30.78,0
63,1.6002,13.31123805,0
57,1.5748,13.31123805,1
62,1.8288,53.2,0
62,1.524,53.2,1
61,1.5748,3.12,0
46,1.6256,3.12,1
64,1.778,300.0,0
57,1.5748,300.0,1
49,1.778,35.005,1
58,1.5748,242.428,1
61,1.8796,40.0,0
60,1.5748,158.8769561,1
60,1.778,158.8769561,0
63,1.4732,1.44,1
61,1.778,50.0,0
53,1.7272,50.0,1
64,1.5875,99.761,1
60,1.7526,99.761,0
57,1.6256,64.964,1
65,1.7272,64.964,0
63,1.8288,158.413,0
60,1.6764,158.413,1
59,1.84785,56.74,0
60,1.7018,56.74,1
61,1.5748,26.396,1
60,1.7526,26.396,0
62,1.7018,51.4341446,0
63,1.6002,51.4341446,1
65,1.7018,17.568,1
63,1.651,18.0,0
58,1.6002,18.0,1
61,1.6764,57.24,0
62,1.6764,198.10216,0
61,1.5367,198.10216,1
55,1.5748,39.668,1
62,1.8034,39.668,0
60,1.5748,145.012,1
63,1.7272,145.012,0
65,1.6764,30.0,0
59,1.6383,30.0,1
61,1.7526,87.84,0
56,1.5748,87.84,1
64,1.6256,115.9295094,1
61,1.524,8.64,1
60,1.7526,147.2,0
49,1.6764,147.2,1
64,1.5748,10.764,1
62,1.778,152.16,0
60,1.6002,57.0,1
61,1.6256,0.0,1
66,1.6256,0.0,0
63,1.651,8.837,1
61,1.5748,110.0024,1
61,1.8796,110.0024,0
64,1.6002,12.0,1
31,1.6764,12.0,0
63,1.651,121.072,1
61,1.6002,322.806,1
65,1.7526,322.806,0
61,1.6764,399.208,0
61,1.651,75.0,1
57,1.7526,75.0,0
63,1.778,63.216,1
66,1.8288,93.4,0
47,1.5748,93.4,1
60,1.4732,37.6,1
65,1.61925,84.0,1
61,1.778,233.00088,0
58,1.7018,233.00088,1
64,1.9304,11.424,1
66,1.651,310.4777765,1
64,1.778,188.06,1
63,1.4224,11.03,1
59,1.7272,11.03,0
62,1.7272,183.0,0
57,1.524,183.0,1
64,1.524,24.176,1
56,1.6002,6.00004,1
63,1.4986,22.0,1
63,1.778,50.4,0
53,1.5748,50.4,1
65,1.6256,25.09262579,1
63,1.8288,235.4,0
54,1.8288,235.4,1
58,1.6002,111.0,1
60,1.7018,111.0,0
59,1.6002,0.0,1
61,1.778,0.0,0
62,1.5875,56.812,1
65,1.7272,6.0,0
64,1.7018,35.15279103,0
44,1.7526,35.15279103,1
64,1.7526,67.025,0
51,1.7272,67.025,0
62,1.905,69.48,0
63,1.651,69.48,1
61,1.7018,16.0012,1
60,1.6256,10.056,0
56,1.59385,10.056,1
62,1.5748,72.0,1
62,1.4986,108.8,1
65,1.7018,108.8,0
60,1.7272,80.15,1
52,1.6764,117.284,1
61,1.8034,117.284,0
66,1.6256,10.776,1
63,1.6002,82.116,1
65,1.8288,82.116,0
63,1.6764,16.001,0
62,1.5748,46.0,1
58,1.778,46.0,0
62,1.778,69.6,0
63,1.6383,69.6,1
61,1.8034,6.6,0
48,1.7526,6.6,1
61,1.6002,48.0,1
58,1.7272,120.524,1
65,1.8542,120.524,0
54,1.6764,44.07662816,1
66,1.651,44.07662816,0
62,1.7907,18.66,0
61,1.524,18.66,1
61,1.8034,40.0,0
55,1.53035,40.0,1
61,1.6256,108.275,1
63,1.8542,108.275,0
61,1.4986,24.0,1
59,1.651,14.796,1
65,1.7018,16.0,1
57,1.7526,475.54,1
61,1.8288,475.54,0
63,1.5494,32.456,1
54,1.6256,72.0,1
61,1.7272,72.0,0
59,1.8796,29.511,0
47,1.6256,28.08,1
64,1.5748,59.50008,1
62,1.8542,68.336,0
60,1.6256,68.336,1
64,1.5748,349.012,1
61,1.778,349.012,0
63,1.7526,70.998,0
57,1.6002,82.6,1
62,1.4732,33.4,1
65,1.8288,71.94,0
61,1.6764,71.94,1
66,1.4224,41.496,1
64,1.8669,41.496,0
64,1.8034,83.254,0
63,1.6002,83.254,1
61,1.6637,112.92,1
52,1.8034,112.92,0
55,1.8288,84.196,1
60,1.8542,84.196,0
61,1.6256,460.847,1
61,1.778,460.847,0
60,1.8288,60.12,0
50,1.7526,28.0,0
61,1.8034,20.4,0
50,1.5494,20.4,1
62,1.6764,72.296,1
64,1.8542,72.296,0
63,1.7272,131.932,0
61,1.8542,58.0,0
57,1.6002,58.0,1
61,1.651,87.24671054,1
71,1.7526,87.24671054,0
65,1.6764,90.76,0
60,1.9558,47.62,0
65,1.6764,18.82,1
61,1.5875,22.8,1
61,1.7018,2.268,1
63,1.778,56.4,0
56,1.651,56.4,1
64,1.5875,25.97262039,1
63,1.9304,25.97262039,0
62,1.4986,155.5327382,1
63,1.9558,20.753,0
61,1.6002,20.753,1
62,1.6002,26.88,1
60,1.7018,26.88,0
62,1.5748,53.5,1
63,1.7018,53.11260711,1
66,1.8288,53.11260711,0
65,1.7018,63.4,0
40,1.6764,63.4,1
56,1.651,109.509,1
72,1.8542,109.509,0
64,1.651,296.058613,1
64,1.8034,296.058613,0
62,1.7272,75.63,0
62,1.651,75.63,1
62,1.8796,72.0,0
65,1.651,72.0,1
59,1.7018,27.39,1
63,1.9812,27.39,0
64,1.7018,64.992,1
63,1.778,64.992,0
65,1.651,54.776,1
59,1.7526,54.776,0
63,1.5748,23.076,1
64,1.7272,23.076,0
62,1.6764,1.323,1
61,1.8288,134.2427123,0
60,1.5748,120.2324,1
57,1.6764,120.2324,0
61,1.8542,226.4403915,0
53,1.651,226.4403915,1
64,1.7907,117.2,0
61,1.6256,117.2,1
63,1.6256,38.04,1
62,1.7272,40.493,0
49,1.651,40.493,1
61,1.7526,166.836,1
62,1.8161,166.836,0
62,1.6002,156.0,1
63,1.7526,156.0,0
61,1.7272,18.0,0
61,1.7018,53.172,1
62,1.8034,53.172,0
66,1.5494,129.34768,1
64,1.8288,66.54376,0
60,1.7018,66.54376,1
61,1.7272,30.0,1
56,1.6002,45.0,1
60,1.7018,45.0,0
66,1.8288,46.58,0
65,1.7018,4.944,1
64,1.651,60.4,1
57,1.8288,108.548,1
64,1.7526,108.548,0
62,1.6764,120.0,1
51,1.7272,120.0,0
64,1.651,161.370982,1
65,1.7526,161.370982,0
62,1.6256,99.728,1
61,1.8034,123.108,0
63,1.6002,22.485,1
52,1.8542,86.86,0
63,1.5748,86.86,1
66,1.6129,10.9,1
64,1.6002,9.504,1
62,1.7526,529.9,0
63,1.7272,24.89,0
60,1.6764,24.89,1
60,1.4986,47.0,1
66,1.6002,20.028,1
60,1.524,24.256,1
62,1.7526,24.256,0
60,1.8034,179.084,0
57,1.6002,179.084,1
49,1.6256,6.861,1
64,1.651,278.1542886,1
64,1.8542,278.1542886,0
54,1.55575,16.248,1
61,1.7018,69.67543924,1
63,1.7018,26.0,0
66,1.7526,166.064,0
58,1.7018,166.064,1
63,1.61925,217.2,1
61,1.7399,217.2,0
63,1.7018,1.6,0
44,1.524,1.6,1
63,1.6256,62.8255671,1
66,1.8034,62.8255671,0
62,1.778,117.208,1
57,1.8542,117.208,0
62,1.6256,72.0,1
64,1.7526,72.0,0
66,1.524,15.108,1
61,1.524,15.108,0
65,1.8034,58.0,0
62,1.8034,59.884,0
53,1.7526,59.884,1
63,1.778,25.92,0
61,1.4986,10.686,1
56,1.651,62.008,1
64,1.7272,66.78,0
62,1.5748,66.78,1
60,1.8796,175.0,0
54,1.6002,175.0,1
62,1.7272,81.004,1
61,1.6764,52.8,1
65,1.8288,52.8,0
64,1.7526,18.528,0
61,1.651,60.0,0
65,1.8796,45.42,0
63,1.7526,100.012,1
61,1.7018,44.00012,0
63,1.7018,30.9,0
57,1.651,10.116,1
63,1.7907,72.0,0
63,1.4986,72.0,1
61,1.778,98.8,0
64,1.9177,64.88627937,0
56,1.778,64.88627937,1
65,1.7526,50.5,0
63,1.7526,12.12,0
65,1.5748,38.902,1
64,1.5748,6.0,1
49,1.651,6.0,0
63,1.778,43.312,0
59,1.6256,43.312,1
60,1.7018,42.0,1
60,1.8796,42.0,0
64,1.6256,10.8,1
66,1.651,10.8,0
62,1.6256,0.5,1
62,1.6256,32.001,1
59,1.651,151.0,1
64,1.7272,151.0,0
66,1.524,315.1484348,1
60,1.5494,49.45,1
61,1.778,49.45,0
65,1.9304,30.0,0
63,1.6256,30.0,1
61,1.8034,91.86,1
61,1.6764,3.5,0
61,1.6764,2.272,1
65,1.6764,65.002,1
64,1.8542,11.584,0
65,1.4478,0.0,1
60,1.6002,162.0,1
63,1.778,162.0,0
63,1.7018,42.0,1
63,1.7272,42.0,0
51,1.6256,40.0,1
64,1.6764,6.436,1
65,1.651,27.496,1
63,1.5748,48.672,1
73,1.8034,48.672,0
61,1.6002,60.0,1
59,1.778,194.412,1
61,1.8288,194.412,0
63,1.524,62.808,1
64,1.7018,62.808,0
